URL of Story,Headline,Media Outlet,Publication Date,Conflicts,Entered by,Pub Status,Internal Notes,Notes,Created
https://www.bloomberg.com/amp/news/articles/2018-08-04/kushners-give-up-control-of-manhattan-tower-to-save-themselves,Kushners Give Up Control of Manhattan Tower to Save Themselves,Bloomberg,2018-08-04,"Kushner Companies,666 Fifth Ave,Brookfield Asset Management",Lynn Walsh,Approved,,,2018-08-08
https://www.mcclatchydc.com/news/politics-government/white-house/article216249755.html,"In 2014, political spending at Trump properties was $35K. In 2018, it’s $3.5M",McClatchy,2018-08-13,"Mar-A-Lago Club,Trump International Hotel DC,Trump National Golf Club - Los Angeles,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Bob Goldstraw,Approved,,,2018-08-13
https://www.washingtonpost.com/politics/justice-department-seeks-to-halt-lawsuit-involving-president-trumps-business/2018/08/17/0633c454-a23f-11e8-8e87-c869fe70a721_story.html?utm_term=.0486d0daf301,Justice Department seeks to halt lawsuit involving President Trump’s business,Washington Post,2018-08-17,"Trump Organization Inc.,U.S Department of Justice,Trump Organization LLC D/B/A The Trump Organization,Trump International Hotel DC,Trump Old Post Office",Heidi Johnson,Approved,,,2018-08-17
https://www.washingtonpost.com/local/inspector-general-report-trump-involved-in-fbi-hq-decision/2018/08/27/e89f0812-aa41-11e8-9a7d-cd30504ff902_story.html?utm_term=.a7b25b7e8c92,Inspector general report: Trump involved in FBI HQ decision,Washington Post,2018-08-27,"Trump Old Post Office,Trump International Hotel DC,General Services Administration,FBI",Heidi Johnson,Approved,,,
https://www.washingtonpost.com/business/2018/08/27/white-house-role-fbi-headquarters-plan-detailed-watchdog-report/?utm_term=.ef2c1f7ae015,White House role in FBI headquarters plan detailed in watchdog report,Washington Post,2018-08-27,"Trump International Hotel DC,Trump Old Post Office,FBI,General Services Administration",Heidi Johnson,Approved,,,
https://abcnews.go.com/Politics/trump-campaign-sell-space-force-gear-pick-design/story?id=57126814,"The Trump campaign wants to sell Space Force gear, and they're asking you to pick a design",ABC News,2018-08-09,U.S. Department of Defense,Lynn Walsh,Approved,,,
https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html,"The Kushners needed a bailout for Jared's bad bet in N.Y., but still have a full portfolio in Jersey",NJ.com,2018-08-12,"Kushner Companies,Brookfield Asset Management,666 Fifth Ave,65 Bay,Bungalow Hotel,Prospect Place,K 26 Journal Square,K One Journal Square,K 30 Journal Square,Quail Ridge,Chatham Hill Associates,Skyline Kushner,Westminister Management,Warren At Bay Associates,26 Journal Square,Monmouth Mall,Pier Village,Bungalow Hotel",Lynn Walsh,Approved,,,
https://www.politico.com/story/2018/08/13/trump-white-house-staff-golf-clubs-perks-776098,Trump offers White House staffers a special perk at his golf club,Politico,2018-08-13,"Trump International Golf Club,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,
https://www.nbcbayarea.com/news/local/San-Francisco-Ethics-Official-Files-Suit-Against-Secret-Service-Over-Trump-Jrs-India-Trip-Records-490844011.html?amp=y,San Francisco Ethics Official Files Suit Against Secret Service Over Trump Jr.'s India Trip Records,NBC Bay Area,2018-08-14,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,DT India Venture,Trump International Management,Trump International Hotels Management D/B/A Trump Hotel Collection,Trump Marks Mumbai",Lynn Walsh,Approved,,,
https://www.cnn.com/2018/08/22/politics/michael-cohen-trump-foundation-subpoena/index.html,New York tax investigators subpoena Michael Cohen in Trump Foundation probe,CNN,2018-08-22,"Donald J. Trump Foundation,Michael Cohen,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,
https://www.politico.com/magazine/story/2018/08/17/ivanka-trump-business-partner-justice-department-lawsuit-moshe-lax-219369,DOJ Sues Ivanka’s Ex-Business Partner for Massive Fraud,Politico,2018-08-17,"U.S Department of Justice,Internal Revenue Service,Madison Ave. Diamonds,Ivanka Trump brand,Ivanka Trump Fine Jewelry",Lynn Walsh,Approved,,,
https://www.healthcareitnews.com/news/update-vets-group-sues-trump-administration-end-mar-lago-council-influence-va,Vets group sues Trump administration to end 'Mar-A-Lago Council' influence on VA,Healthcare News,2018-08-20,"Mar-A-Lago Club,Shore Haven Apt#1,U.S. Department of Veterans Affairs",Lynn Walsh,Approved,,,
https://mobile.reuters.com/article/amp/idUSKCN1L91MS,U.S. prosecutors grant Trump Organization CFO immunity in Cohen probe,Reuters,2018-08-24,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Donald J. Trump Foundation,Michael Cohen",Lynn Walsh,Approved,,,
https://www.nytimes.com/2018/08/27/nyregion/kushner-cohen-rent-regulated-tenants.html,Kushner Companies and Michael Cohen Accused of Falsifying Building Permits to Push Out Tenants,New York Times,2018-08-27,Kushner Companies,Lynn Walsh,Approved,,,
https://www.cbsnews.com/news/inspector-general-report-trump-involved-in-fbi-headquarters-decision/,Inspector general report: Trump involved in FBI headquarters decision,CBS News,2018-08-28,"FBI,General Services Administration,Trump International Hotel DC,Trump Old Post Office",Lynn Walsh,Approved,,,
https://www.businessinsider.com/ivanka-trump-brand-website-shuts-down-2018-8,Ivanka Trump's fashion brand has finally shuttered its website,Business Insider,2018-08-23,Ivanka Trump brand,Lynn Walsh,Approved,,,
https://theestablishment.co/anatomy-of-a-scam-the-national-association-of-professional-women-94304c38fb35/,Anatomy Of A Scam: The National Association Of Professional Women,The Establishment,2015-11-11,Cambridge Who's Who,Hilary Niles,Approved,"Lynn, I don't know if you'll want to include this or not since it's not a mainstream media outlet, but it looks like a pretty well documented account that references Cambridge Who's Who and Trump Jr.",,
https://www.npr.org/2018/08/24/641706036/why-the-trump-organizations-business-secrets-may-soon-be-in-the-hands-of-prosecu,Why The Trump Organization's Business Secrets May Soon Be In The Hands Of Prosecutors,NPR,2018-08-24,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Heidi Johnson,Approved,,,
https://www.propublica.org/article/trump-inc-podcast-paul-manafort-trial-begins,"Manafort, Inc.",ProPublica,2018-08-02,"Trump Organization LLC D/B/A The Trump Organization,Trump Organization Inc.",Heidi Johnson,Approved,,,
https://www.propublica.org/article/trump-inc-podcast-michael-cohen-and-paul-manafort-two-cases-that-shook-the-trump-world,Michael Cohen and Paul Manafort: Two Cases That Shook the Trump World,ProPublica,2018-08-22,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Michael Cohen",Heidi Johnson,Approved,,,
https://www.npr.org/2018/08/28/642696449/government-watchdog-raises-questions-about-trumps-decision-not-to-move-fbi,Government Watchdog Raises Questions About Trump's Decision Not To Move FBI,NPR,2018-08-28,"Trump Old Post Office,Trump International Hotel DC,FBI",Heidi Johnson,Approved,,,
https://www.nytimes.com/2016/06/26/us/politics/cambridge-whos-who-trump-brand.html,‘We’re an Easy Target’: Taken In by the Trump Brand,New York Times,2016-06-25,Cambridge Who's Who,Hilary Niles,Approved,"Need to add Cambridge Who's Who as a conflicting entity with eponymous friendly name. Description(s): Donald Trump, Jr., is Former Executive Director of Global Branding and Networking at Cambridge Who's Who, a vanity branding and global networking service widely accused of deceptive marketing."" (link to documentation of his title: https://www.dailymotion.com/video/xd07ro) ",,
https://www.postandcourier.com/business/titan-falls-a-second-time/article_0f46cf83-13f8-5f96-bc1e-8e97b8f43290.html,Titan falls a second time,The Post and Courier,2015-04-11,Charleston Naval Hospital,Hilary Niles,Approved,Scott marked Approved,,2018-09-10
https://www.cnn.com/2018/09/05/politics/trump-tax-returns/index.html,45 Congress Supreme Court 2018 Key Races Primary Results Search » The 1924 law Democrats may tap to see Trump's tax returns,CNN,2018-09-05,Internal Revenue Service,Bob Goldstraw,Approved,"09/09/18 RGG:  Could Trump's income taxes be the possible conflict of interest topic area? LW: YES!
",,
https://www.cnn.com/2018/09/05/politics/house-democrats-congress-investigations/index.html,House Democrats eye possible investigations if they take back the House,CNN,2018-09-05,,Bob Goldstraw,Rejected,,,
https://www.nytimes.com/2016/12/21/us/politics/eric-trump-charity.html,"Trump’s Son, Fearing ‘Quagmire,’ to Stop Soliciting for Charity",New York Times,2016-12-21,The Eric Trump Foundation,Scott McKissock,Approved,"Added ""The Eric Trump Foundation"" conflict as resolved and checked Eric ",,2018-09-10
https://www.washingtonpost.com/business/on-small-business/trump-answers-emolument-suit-by-saying-he-knows-very-little/2018/09/06/1bba3c64-b19d-11e8-8b53-50116768e499_story.html?utm_term=.d726dffc3d58,Trump Answers Emolument Suit by Saying He Knows Very Little,Washington Post,2018-09-05,"Trump Organization LLC D/B/A The Trump Organization,Trump International Hotel DC,U.S Department of Justice",Heidi Johnson,Approved,,,
https://www.npr.org/2018/09/15/648160089/emoluments-lawsuit-moves-a-step-closer-to-trump,Emoluments Lawsuit Moves A Step Closer To Trump,NPR,2018-09-15,"Trump International Hotel DC,Trump Old Post Office,U.S Department of Justice",Heidi Johnson,Approved,,,
https://www.washingtonpost.com/local/dc-politics/liquor-board-declines-to-act-on-trumps-liquor-license-after-residents-complain-about-his-character/2018/09/12/9aa6b66a-b6a7-11e8-94eb-3bd52dfe917b_story.html?utm_term=.464116c6ebc2,Liquor board declines to act on Trump’s liquor license after residents complain about his character,Washington Post,2018-09-12,"Trump International Hotel DC,Trump Old Post Office",Heidi Johnson,Approved,"9/25/2018 HJ: I'm not sure if this article applies, but I'm submitting it under the idea that it showed the link between his presidency and his business.  Plus it's just hilarious. LW: This is a good story! I included it in my roundup too!
",,
https://www.cnn.com/2018/09/19/politics/trump-organization-midterm-democrats-investigations/index.html,Trump Organization prepares for a fight if Democrats win,CNN,2018-09-19,"Trump Hotel,Trump Organization Inc.,Trump Old Post Office",Bob Goldstraw,Approved,,,
https://www.mcclatchydc.com/news/nation-world/article192131074.html,Foreign governments are finding ways to do favors for Trump’s business,McClatchy,2018-01-02,"Trump Hotel,Trump Organization Inc.,Panama Ocean Club Management,Trump Organization LLC D/B/A The Trump Organization",Bob Goldstraw,Approved,,,
https://www.fastcompany.com/40577887/why-instagram-is-the-best-window-into-trump-era-corruption,Why Instagram is the best window into Trump-era corruption,Fast Company,2018-05-26,"Mar-A-Lago Club,Trump Old Post Office,Trump International Hotel DC,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,
https://www.thedailybeast.com/delegation-from-mueller-scrutinized-cyprus-gets-sweet-deal-at-trumps-dc-hotel?ref=author,Delegation From Mueller-Scrutinized Cyprus Gets Sweet Deal at Trump’s D.C. Hotel,Daily Beast,2018-06-18,"Trump International Hotel DC,Trump Old Post Office",Lynn Walsh,Approved,,,
https://www.thedailybeast.com/trump-hotel-paid-millions-in-fines-for-unpaid-work?ref=wrap?ref=wrap,Trump Hotel Paid Millions in Fines for Unpaid Work,Daily Beast,2018-02-23,"Trump Old Post Office,Trump International Hotel DC",Lynn Walsh,Approved,,,
https://www.thedailybeast.com/trumps-dc-hotel-gave-a-sweetheart-rate-to-a-pro-immigrant-worker-group?ref=author,Trump’s D.C. Hotel Gave a Sweetheart Rate to a Pro-Immigrant Worker Group,Daily Beast,2018-05-21,"Trump International Hotel DC,Trump Old Post Office",Lynn Walsh,Approved,,,
https://www.cntraveler.com/story/trump-hotel-dc-inside-the-worlds-most-controversial-hotel,Inside the World’s Most Controversial Hotel,Conde Nast Traveler,2018-05-02,"Trump International Hotel DC,Trump Old Post Office",Lynn Walsh,Approved,,,
https://www.washingtonpost.com/politics/congressional-democrats-lawsuit-alleging-trumps-private-business-is-violating-the-constitution-can-proceed-federal-judge-rules/2018/09/28/0aa3c5dc-bc22-11e8-8792-78719177250f_story.html?utm_term=.2ee98508686c,"Congressional Democrats’ lawsuit alleging Trump’s private business is violating the Constitution can proceed, federal judge rules",Washington Post,2018-09-28,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump International Hotel DC,U.S Department of Justice",Heidi Johnson,Approved,,,
https://www.npr.org/2018/09/28/652820065/judge-says-democratic-lawmakers-can-sue-trump-on-emoluments,Judge Says Democratic Lawmakers Can Sue Trump On Emoluments,NPR,2018-09-28,"Trump International Hotel DC,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,U.S Department of Justice",Heidi Johnson,Approved,,,
https://www.npr.org/2018/10/04/654587755/new-york-ag-presses-forward-with-suit-against-trumps-charitable-foundation,New York AG Presses Forward With Suit Against Trump's Charitable Foundation,NPR,2018-10-04,Donald J. Trump Foundation,Heidi Johnson,Approved,,,
https://www.washingtonpost.com/national/new-york-ag-fires-another-salvo-at-trump-foundation/2018/10/04/43caf280-c835-11e8-9c0f-2ffaf6d422aa_story.html?utm_term=.7831bc6a8c80,New York AG fires another salvo at Trump Foundation,Washington Post,2018-10-05,Donald J. Trump Foundation,Heidi Johnson,Approved,,,
https://www.cnbc.com/2018/09/28/judge-lets-democrats-in-congress-sue-trump-over-foreign-payments.html,Judge lets Democrats in Congress sue Trump over foreign payments,NBC,2018-09-28,"Trump Organization Inc.,Trump Old Post Office,Trump Organization LLC D/B/A The Trump Organization,U.S Department of Justice",Bob Goldstraw,Approved,,,
https://www.washingtonpost.com/business/trump-posts-losses-at-another-scottish-golf-resort/2018/10/08/ae80d67c-cb27-11e8-ad0a-0e01efba3cc1_story.html?utm_term=.a71fc271889a,Trump posts losses at another Scottish golf resort,Washington Post,2018-10-08,"Trump International Golf Links - Scotland,Trump Scotland,Scotland Acquisitions,Trump International Golf Club Scotland",Heidi Johnson,Approved,I added this because of the ethics experts' reference to Brexit negotiations.,,
https://www.washingtonpost.com/politics/at-trumps-big-city-hotels-business-dropped-as-his-political-star-rose-internal-documents-show/2018/10/03/bd26b1d6-b6d4-11e8-a7b5-adaaa5b2a57f_story.html?utm_term=.4535bbd9f336,"At Trump’s big-city hotels, business dropped as his political star rose, internal documents show",Washington Post,2018-10-04,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Heidi Johnson,Approved,"I'm not sure if this works, but I entered it because of the comments of a turn-around increase in guests last year due to an influx of Saudi Arabian guests.  I've read about the increase in Saudi Arabian guests in the DC hotel as well.",,
https://www.nbcnews.com/think/opinion/donald-trump-s-tax-returns-could-be-his-greatest-vulnerability-ncna918386,"Donald Trump's tax returns could be his greatest vulnerability, especially if Democrats retake the House",NBC,2018-10-10,,Bob Goldstraw,Rejected,Reference is made to federal employees staying at Trump properties and government agencies renting spaces in Trump-owned buildings.,,
https://www.cnn.com/2018/10/12/politics/trump-saudi-business-ties/index.html,Saudi disappearance puts spotlight on Trump's business ties,CNN,2018-10-12,"Trump Tower Condominium,Trump Old Post Office,Trump Organization Inc.,Saudi Arabia and Emirati Real Estate and Hotel Deals",Bob Goldstraw,Approved,,,
https://www.nytimes.com/interactive/2018/10/02/us/politics/donald-trump-tax-schemes-fred-trump.html,Trump Engaged in Suspect Tax Schemes as He Reaped Riches From His Father,New York Times,2018-10-02,"Internal Revenue Service,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,
https://www.apnews.com/815763f276fb454494639aad82be2112,Trump's Business Ties to Saudi Kingdom Run Long and Deep,Associated Press,2018-10-13,"Trump Organization Inc.,Trump Tower Condominium,DT Jeddah Technical Services Advisor,Trump Tower Commercial,Saudi Arabia and Emirati Real Estate and Hotel Deals",Bob Goldstraw,Approved,,,
https://www.washingtonpost.com/politics/2018/10/16/whether-trump-has-financial-interests-saudi-arabia-he-has-plenty-with-country/?utm_term=.a571a3f0706e,"Whether Trump has financial interests *in* Saudi Arabia, he has plenty *with* the country",Washington Post,2018-10-16,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump International Hotel DC,Trump Tower Condominium,Trump Tower Commercial,Trump Chicago",Heidi Johnson,Approved,"10/16/2018 HJ: This article is a political analysis.  I'm not sure how close to opinion that makes it; judging by the title alone, it definitely has a ""tone."" LW: I think this has a lot of factual information and is worth including.",,
https://www.washingtonpost.com/politics/i-like-them-very-much-trump-has-long-standing-business-ties-with-saudis-who-have-boosted-his-hotels-since-he-took-office/2018/10/11/0870df24-cd67-11e8-a360-85875bac0b1f_story.html?utm_term=.a03c219665a7,"‘I like them very much:’ Trump has long-standing business ties with Saudis, who have boosted his hotels since he took office",Washington Post,2018-10-11,"Trump International Hotel DC,Trump Chicago,Trump Hotel,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Heidi Johnson,Approved,,,
https://www.washingtonpost.com/f2120b3a-ced4-11e8-ad0a-0e01efba3cc1_story.html?utm_term=.17d7f35a1df8,Trump’s business ties to kingdom run long and deep,Washington Post,2018-10-13,"Trump Plaza,Trump Tower Commercial,Trump International Hotel And Tower Condominium",Heidi Johnson,Rejected,LW: This is the same AP store already added above,,
https://www.cnn.com/2018/10/16/politics/donald-trump-saudi-financial-interests/index.html,No financial interests in Saudi Arabia? Trump has said differently before,CNN,2018-10-16,"Trump Tower Condominium,Trump Old Post Office,Trump International Hotel DC,Trump Chicago Hotel Manager,Trump Chicago,Trump Tower Commercial",Bob Goldstraw,Approved,,,
https://www.cnn.com/2018/10/18/politics/trump-fbi-building/index.html,"Trump more involved in stopping FBI HQ move than previously known, emails show",CNN,2018-10-18,"Trump Old Post Office,Trump International Hotel DC,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,FBI",Bob Goldstraw,Approved,,,
https://www.cnn.com/2018/10/19/politics/trump-saudi-arabia-khashoggi-democrats/index.html,Democrats seek answers over Trump 'personal enrichment' from Saudi government,CNN,2018-10-19,"Trump Tower Condominium,Trump Organization Inc.,Trump Old Post Office,Trump International Hotel DC,Mar-A-Lago Club",Bob Goldstraw,Approved,,,
https://www.nbcnews.com/think/opinion/how-trump-taking-fbi-possibly-violating-emoluments-clause-process-ncna925076,"How Trump is taking on the FBI, and possibly violating the Emoluments Clause in the process",NBC,2018-10-29,Trump International Hotel DC,Bob Goldstraw,Rejected,OPINION,,
https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html,Judge waits to hear if sitting president can be sued before ruling on Trump Foundation,CNN,2018-10-26,Donald J. Trump Foundation,Bob Goldstraw,Approved,,,
https://www.washingtonpost.com/world/2018/10/18/why-is-trump-so-keen-protect-saudis/?utm_term=.a0943507f3f5,Why is Trump so keen to protect the Saudis?,Washington Post,2018-10-18,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump International Hotels Management D/B/A Trump Hotel Collection",Heidi Johnson,Approved,This is an analysis piece.,,
https://www.usnews.com/news/politics/articles/2018-10-21/democrats-eye-revival-of-russia-probe-if-they-win-house,Democrats eye revival of Russia probe if they win House,U.S. News and World Reports,2018-10-21,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Heidi Johnson,Approved,,,
https://www.npr.org/2018/10/18/658509261/trump-intervened-in-fbi-hq-project-to-protect-his-hotel-democrats-allege,"Trump Intervened In FBI HQ Project To Protect His Hotel, Democrats Allege",NPR,2018-10-18,"Trump International Hotel DC,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump Old Post Office,FBI",Heidi Johnson,Approved,,,
https://www.nbcnews.com/politics/white-house/democrats-demand-white-house-documents-fbi-headquarters-move-n930406,Democrats demand White House documents on FBI headquarters move,NBC,2018-11-02,"Trump International Hotel DC,Trump Old Post Office,FBI",Bob Goldstraw,Approved,,,
https://www.cnn.com/2018/11/02/politics/donald-trump-emoluments-clause-dc-maryland/index.html,Federal judge allows discovery to move forward in Trump emoluments case,CNN,2018-11-02,"Trump International Hotel DC,Trump Old Post Office,U.S Department of Justice",Bob Goldstraw,Approved,,,
https://www.mcclatchydc.com/latest-news/article221420605.html,Rich Russian who may have grossly overpaid for a Trump mansion is mired in a big scandal,McClatchy,2018-11-09,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Bob Goldstraw,Approved,Specific property involved in this transaction isn't clear to me. LW: NEED TO FIND MORE SPECIFIC COMPANY,,
https://www.cnbc.com/2018/11/08/trumps-deutsche-bank-ties-just-one-of-several-issues-for-house-rep-waters-says.html,"Trump's Deutsche Bank ties just one of several issues for House, Rep. Waters says",NBC,2018-11-08,Deutsche Bank,Bob Goldstraw,Approved,,,
https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html,"Trump properties received $3.2 million during midterms, FEC records show",CNN,2018-11-10,"Mar-A-Lago Club,Trump International Hotel DC,Trump Old Post Office,Trump Miami Resort,Trump Las Vegas,Trump Chicago Commercial,Trump Chicago,Trump Tower Commercial,Trump Plaza",Bob Goldstraw,Approved,,,
https://www.cnn.com/2018/11/06/politics/ivanka-trump-trademarks/index.html,China grants 16 trademarks to defunct Ivanka Trump business,CNN,2018-11-06,"Ivanka Trump brand,China Trademark",Bob Goldstraw,Approved,,,
https://www.wnycstudios.org/story/trump-inc-trump-tangled-relationship-saudi-arabia,Trump’s Tangled Relationship With Saudi Arabia,ProPublica,2018-10-19,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Heidi Johnson,Approved,,,
https://www.wnycstudios.org/story/trump-inc-trump-taxes-art-dodge,Trump and Taxes: The Art of the Dodge,ProPublica,2018-10-24,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Donald J. Trump Foundation",Heidi Johnson,Approved,,,
https://www.npr.org/about-npr/665423141/npr-news-interview-congressman-adam-schiff,NPR News Interview Congressman Adam Schiff,NPR,2018-11-07,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Heidi Johnson,Rejected,"Nothing specifically about Trump's businesses

",,
https://www.washingtonpost.com/politics/2018/11/12/readers-guide-trump-administration-targets-house-democrats-are-preparing-investigate/?utm_term=.ca37230f6620,A reader’s guide: 12 targets as House Democrats prepare to investigate the Trump administration,Washington Post,2018-11-12,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump International Hotel DC,Trump Old Post Office",Heidi Johnson,Approved,,,
https://www.washingtonpost.com/politics/federal_government/meet-the-house-democrats-who-will-be-running-the-show/2018/11/12/40ea846a-e63d-11e8-8449-1ff263609a31_story.html?utm_term=.77c7103b9287,Meet the House Democrats who will be running the show,Washington Post,2018-11-12,"Trump International Hotel DC,Trump Old Post Office,Internal Revenue Service",Heidi Johnson,Approved,,,
https://www.washingtonpost.com/world/asia_pacific/china-greenlights-large-batch-of-ivanka-trump-trademark-applications/2018/11/06/c085e88c-e1c8-11e8-a1c9-6afe99dddd92_story.html?utm_term=.8d0bb6058cd8,China greenlights large batch of Ivanka Trump trademark applications,Washington Post,2018-11-06,"Ivanka Trump brand,China Trademark",Heidi Johnson,Approved,"This one is for Ivanka.  I know we aren't supposed to worry about her right now, but this one seemed important.",,
https://www.washingtonpost.com/politics/justice-lawyers-fail-to-halt-trump-financial-records-release/2018/11/03/5a6da8ea-df26-11e8-8bac-bfe01fcdc3a6_story.html?utm_term=.57a5b2a068d3,Justice lawyers fail to halt Trump financial records release,Washington Post,2018-11-03,"Trump International Hotel DC,U.S Department of Justice,Trump Old Post Office",Heidi Johnson,Approved,,,
https://www.washingtonpost.com/politics/democrats-signal-aggressive-investigations-of-trump-while-resisting-impeachment-calls/2018/11/11/63945180-e5d4-11e8-bbdb-72fdbf9d4fed_story.html?utm_term=.29f3e4841939,Democrats signal aggressive investigations of Trump while resisting impeachment calls,Washington Post,2018-11-11,"Trump International Hotel DC,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Heidi Johnson,Approved,,,
https://www.washingtonpost.com/business/newly-empowered-dems-take-aim-at-trump-business-conflicts/2018/11/08/41d63b12-e318-11e8-ba30-a7ded04d8fac_story.html?utm_term=.00e0889e2f4c,Newly empowered Dems take aim at Trump business conflicts,Washington Post,2018-11-08,"Trump International Hotel DC,Trump Old Post Office,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Heidi Johnson,Approved,,,
https://www.washingtonpost.com/business/what-you-need-to-know-about-the-emoluments-clause/2018/11/07/aeb78d72-e26d-11e8-ba30-a7ded04d8fac_story.html?utm_term=.1af32a70cc1f,What You Need to Know About the Emoluments Clause,Washington Post,2018-11-07,"Trump International Hotel DC,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump Old Post Office",Heidi Johnson,Approved,,,
https://www.forbes.com/sites/chasewithorn/2018/10/24/what-you-dont-know-about-trump-the-huge-holes-in-disclosure-rules-and-how-they-could-be-fixed/amp/,What You (Don’t) Know About Trump: The Huge Holes In Disclosure Rules And How They Could Be Fixed,Forbes,2018-10-24,"Trump Tower Condominium,Trump Tower Commercial,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Bank of China,""1290 Avenue Of The Americas, A Tenancy-In-Common"",Trump Las Vegas",Lynn Walsh,Approved,,,
https://abcnews.go.com/Politics/turkish-group-froze-plans-lavish-trump-hotel-event/story?id=58744546,Turkish group froze plans for lavish Trump Hotel event during talks on US pastor’s fate,ABC News,2018-10-26,"Trump International Hotel DC,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,
https://www.wnycstudios.org/story/trump-inc-rudy-inc,"Rudy, Inc.",WNYC,2018-10-31,"Rudy Giuliani,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,
https://www.wsj.com/articles/donald-trump-played-central-role-in-hush-payoffs-to-stormy-daniels-and-karen-mcdougal-1541786601,Donald Trump Played Central Role in Hush Payoffs to Stormy Daniels and Karen McDougal,Wall Street Journal,2018-11-09,"Michael Cohen,Federal Election Commission",Lynn Walsh,Approved,,,
https://www.propublica.org/article/the-beleaguered-tenants-of-kushnerville,The Beleaguered Tenants of ‘Kushnerville’,ProPublica,2017-05-23,,Lynn Walsh,Approved,,,
https://www.wnycstudios.org/story/trump-inc-pump-trump-panama,Pump and Trump,WNYC,2018-10-17,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump Panama Hotel Management,Trump International Hotel And Tower (Panama),Trump International Hotels Management D/B/A Trump Hotel Collection",Lynn Walsh,Approved,,,
https://amp.fastcompany.com/90252235/trump-endorsements-follow-in-the-wake-of-candidates-spending-money-at-his-properties,Trump endorsements follow in the wake of candidates spending money at his properties,Fast Company,2018-10-17,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump International Hotel DC,Trump Old Post Office,Trump International Golf Club",Lynn Walsh,Approved,,,
https://abcnews.go.com/amp/Politics/mar-lago-member-150k-legal-defense-fund-trump/story?id=58516651,Mar-a-Lago member gives $150K to legal defense fund for Trump allies,ABC News,2018-10-15,Mar-A-Lago Club,Lynn Walsh,Approved,,,
https://www.forbes.com/sites/danalexander/2018/10/02/how-trump-is-tryingand-failingto-get-rich-off-his-presidency/#dbfb60e3b1aa,How Trump Is Trying—And Failing—To Get Rich Off His Presidency,Forbes,2018-10-02,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,
https://www.latimes.com/business/la-fi-trump-scotland-golf-20181008-story.html?cid=dlvr.it,Trump is still losing millions at his golf resorts in Scotland,LA Times,2018-10-08,"Trump Scotland,Trump International Golf Club Scotland,Trump International Golf Links - Scotland,Scotland Acquisitions",Lynn Walsh,Approved,,,
https://www.nytimes.com/2018/10/13/business/jared-kushner-taxes.html,"Jared Kushner Paid No Federal Income Tax for Years, Documents Suggest",New York Times,2018-10-13,Internal Revenue Service,Lynn Walsh,Approved,,,
https://www.chicagobusiness.com/commercial-real-estate/kushner-selling-loop-office-tower,Kushner selling Loop office tower,Crain's Chicago Business,2018-10-09,225 Randolph,Lynn Walsh,Approved,,,
