Conflict,ConflictDescription,ConflictStatus,MediaOutlet,Link,PublicationDate,Headline
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "Washington Post","https://www.washingtonpost.com/politics/i-like-them-very-much-trump-has-long-standing-business-ties-with-saudis-who-have-boosted-his-hotels-since-he-took-office/2018/10/11/0870df24-cd67-11e8-a360-85875bac0b1f_story.html?utm_term=.a03c219665a7","10/11/2018","‘I like them very much:’ Trump has long-standing business ties with Saudis, who have boosted his hotels since he took office"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Washington Post","https://www.washingtonpost.com/politics/i-like-them-very-much-trump-has-long-standing-business-ties-with-saudis-who-have-boosted-his-hotels-since-he-took-office/2018/10/11/0870df24-cd67-11e8-a360-85875bac0b1f_story.html?utm_term=.a03c219665a7","10/11/2018","‘I like them very much:’ Trump has long-standing business ties with Saudis, who have boosted his hotels since he took office"
"The AT&T Building","",Active, "Crain's Chicago Business","https://www.chicagobusiness.com/commercial-real-estate/kushner-selling-loop-office-tower","10/09/2018","Kushner selling Loop office tower"
"Trump Scotland (Aberdeen and Turnberry)","",Active, "LA Times","https://www.latimes.com/business/la-fi-trump-scotland-golf-20181008-story.html?cid=dlvr.it","10/08/2018","Trump is still losing millions at his golf resorts in Scotland"
"Trump Scotland (Aberdeen and Turnberry)","",Active, "Washington Post","https://www.washingtonpost.com/business/trump-posts-losses-at-another-scottish-golf-resort/2018/10/08/ae80d67c-cb27-11e8-ad0a-0e01efba3cc1_story.html?utm_term=.a71fc271889a","10/08/2018","Trump posts losses at another Scottish golf resort"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "Washington Post","https://www.washingtonpost.com/national/new-york-ag-fires-another-salvo-at-trump-foundation/2018/10/04/43caf280-c835-11e8-9c0f-2ffaf6d422aa_story.html?utm_term=.7831bc6a8c80","10/05/2018","New York AG fires another salvo at Trump Foundation"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "Washington Post","https://www.washingtonpost.com/national/new-york-ag-fires-another-salvo-at-trump-foundation/2018/10/04/43caf280-c835-11e8-9c0f-2ffaf6d422aa_story.html?utm_term=.7831bc6a8c80","10/05/2018","New York AG fires another salvo at Trump Foundation"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "NPR","https://www.npr.org/2018/10/04/654587755/new-york-ag-presses-forward-with-suit-against-trumps-charitable-foundation","10/04/2018","New York AG Presses Forward With Suit Against Trump's Charitable Foundation"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "NPR","https://www.npr.org/2018/10/04/654587755/new-york-ag-presses-forward-with-suit-against-trumps-charitable-foundation","10/04/2018","New York AG Presses Forward With Suit Against Trump's Charitable Foundation"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Washington Post","https://www.washingtonpost.com/politics/at-trumps-big-city-hotels-business-dropped-as-his-political-star-rose-internal-documents-show/2018/10/03/bd26b1d6-b6d4-11e8-a7b5-adaaa5b2a57f_story.html?utm_term=.4535bbd9f336","10/04/2018","At Trump’s big-city hotels, business dropped as his political star rose, internal documents show"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "ProPublica","https://www.propublica.org/article/trump-inc-podcast-the-business-of-silence/amp?__twitter_impression=true","10/03/2018","The Business of Silence — “Trump, Inc.” Podcast"
"Internal Revenue Service","",Active, "New York Times","https://www.nytimes.com/interactive/2018/10/02/us/politics/donald-trump-tax-schemes-fred-trump.html","10/02/2018","Trump Engaged in Suspect Tax Schemes as He Reaped Riches From His Father"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Forbes","https://www.forbes.com/sites/danalexander/2018/10/02/how-trump-is-tryingand-failingto-get-rich-off-his-presidency/#dbfb60e3b1aa","10/02/2018","How Trump Is Trying—And Failing—To Get Rich Off His Presidency"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "New York Times","https://www.nytimes.com/interactive/2018/10/02/us/politics/donald-trump-tax-schemes-fred-trump.html","10/02/2018","Trump Engaged in Suspect Tax Schemes as He Reaped Riches From His Father"
"U.S Department of Justice","As head of the executive branch, President Trump oversees the Justice Department and the United States' relations with the rest of the world. Through his businesses he still has a lengthy series of financial relationships with private institutions and countries with business before the United States.",Active, "USA Today","https://www.usatoday.com/story/news/2018/09/29/federal-judge-democrats-congress-can-sue-trump-emoluments-case/1470694002/","09/29/2018","Federal judge: Democrats in Congress can sue Trump in emoluments case"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "USA Today","https://www.usatoday.com/story/news/2018/09/29/federal-judge-democrats-congress-can-sue-trump-emoluments-case/1470694002/","09/29/2018","Federal judge: Democrats in Congress can sue Trump in emoluments case"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "USA Today","https://www.usatoday.com/story/news/2018/09/29/federal-judge-democrats-congress-can-sue-trump-emoluments-case/1470694002/","09/29/2018","Federal judge: Democrats in Congress can sue Trump in emoluments case"
"U.S Department of Justice","As head of the executive branch, President Trump oversees the Justice Department and the United States' relations with the rest of the world. Through his businesses he still has a lengthy series of financial relationships with private institutions and countries with business before the United States.",Active, "NBC","https://www.cnbc.com/2018/09/28/judge-lets-democrats-in-congress-sue-trump-over-foreign-payments.html","09/28/2018","Judge lets Democrats in Congress sue Trump over foreign payments"
"U.S Department of Justice","As head of the executive branch, President Trump oversees the Justice Department and the United States' relations with the rest of the world. Through his businesses he still has a lengthy series of financial relationships with private institutions and countries with business before the United States.",Active, "NPR","https://www.npr.org/2018/09/28/652820065/judge-says-democratic-lawmakers-can-sue-trump-on-emoluments","09/28/2018","Judge Says Democratic Lawmakers Can Sue Trump On Emoluments"
"U.S Department of Justice","As head of the executive branch, President Trump oversees the Justice Department and the United States' relations with the rest of the world. Through his businesses he still has a lengthy series of financial relationships with private institutions and countries with business before the United States.",Active, "Washington Post","https://www.washingtonpost.com/politics/congressional-democrats-lawsuit-alleging-trumps-private-business-is-violating-the-constitution-can-proceed-federal-judge-rules/2018/09/28/0aa3c5dc-bc22-11e8-8792-78719177250f_story.html?utm_term=.2ee98508686c","09/28/2018","Congressional Democrats’ lawsuit alleging Trump’s private business is violating the Constitution can proceed, federal judge rules"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "NBC","https://www.cnbc.com/2018/09/28/judge-lets-democrats-in-congress-sue-trump-over-foreign-payments.html","09/28/2018","Judge lets Democrats in Congress sue Trump over foreign payments"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "NPR","https://www.npr.org/2018/09/28/652820065/judge-says-democratic-lawmakers-can-sue-trump-on-emoluments","09/28/2018","Judge Says Democratic Lawmakers Can Sue Trump On Emoluments"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "Washington Post","https://www.washingtonpost.com/politics/congressional-democrats-lawsuit-alleging-trumps-private-business-is-violating-the-constitution-can-proceed-federal-judge-rules/2018/09/28/0aa3c5dc-bc22-11e8-8792-78719177250f_story.html?utm_term=.2ee98508686c","09/28/2018","Congressional Democrats’ lawsuit alleging Trump’s private business is violating the Constitution can proceed, federal judge rules"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "NBC","https://www.cnbc.com/2018/09/28/judge-lets-democrats-in-congress-sue-trump-over-foreign-payments.html","09/28/2018","Judge lets Democrats in Congress sue Trump over foreign payments"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "NPR","https://www.npr.org/2018/09/28/652820065/judge-says-democratic-lawmakers-can-sue-trump-on-emoluments","09/28/2018","Judge Says Democratic Lawmakers Can Sue Trump On Emoluments"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Washington Post","https://www.washingtonpost.com/politics/congressional-democrats-lawsuit-alleging-trumps-private-business-is-violating-the-constitution-can-proceed-federal-judge-rules/2018/09/28/0aa3c5dc-bc22-11e8-8792-78719177250f_story.html?utm_term=.2ee98508686c","09/28/2018","Congressional Democrats’ lawsuit alleging Trump’s private business is violating the Constitution can proceed, federal judge rules"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "CNN","https://www.cnn.com/2018/09/19/politics/trump-organization-midterm-democrats-investigations/index.html","09/19/2018","Trump Organization prepares for a fight if Democrats win"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "CNN","https://www.cnn.com/2018/09/19/politics/trump-organization-midterm-democrats-investigations/index.html","09/19/2018","Trump Organization prepares for a fight if Democrats win"
"U.S Department of Justice","As head of the executive branch, President Trump oversees the Justice Department and the United States' relations with the rest of the world. Through his businesses he still has a lengthy series of financial relationships with private institutions and countries with business before the United States.",Active, "NPR","https://www.npr.org/2018/09/15/648160089/emoluments-lawsuit-moves-a-step-closer-to-trump","09/15/2018","Emoluments Lawsuit Moves A Step Closer To Trump"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "NPR","https://www.npr.org/2018/09/15/648160089/emoluments-lawsuit-moves-a-step-closer-to-trump","09/15/2018","Emoluments Lawsuit Moves A Step Closer To Trump"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "USA Today","https://www.wsj.com/livecoverage/campaign-wire-2018-midterms/card/1536780821","09/12/2018","Admission to President's Fundraiser Tonight at Trump International Hotel Won't Come Cheap View image on Twitter"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "Washington Post","https://www.washingtonpost.com/local/dc-politics/liquor-board-declines-to-act-on-trumps-liquor-license-after-residents-complain-about-his-character/2018/09/12/9aa6b66a-b6a7-11e8-94eb-3bd52dfe917b_story.html?utm_term=.464116c6ebc2","09/12/2018","Liquor board declines to act on Trump’s liquor license after residents complain about his character"
"Internal Revenue Service","",Active, "CNN","https://www.cnn.com/2018/09/05/politics/trump-tax-returns/index.html","09/05/2018","45 Congress Supreme Court 2018 Key Races Primary Results Search » The 1924 law Democrats may tap to see Trump's tax returns"
"Trump Tower Commercial","",Active, "The Real Deal","https://therealdeal.com/2018/09/05/one-of-trump-towers-largest-commercial-tenants-inks-100k-sf-lease-on-sixth-ave/","09/05/2018","One of Trump Tower’s largest commercial tenants inks 100K sf lease on Sixth Ave"
"Trump Tower Commercial","",Active, "The Real Deal","https://therealdeal.com/2018/09/05/one-of-trump-towers-largest-commercial-tenants-inks-100k-sf-lease-on-sixth-ave/","09/05/2018","One of Trump Tower’s largest commercial tenants inks 100K sf lease on Sixth Ave"
"Trump Tower Condominium","",Active, "The Real Deal","https://therealdeal.com/2018/09/05/one-of-trump-towers-largest-commercial-tenants-inks-100k-sf-lease-on-sixth-ave/","09/05/2018","One of Trump Tower’s largest commercial tenants inks 100K sf lease on Sixth Ave"
"Trump Tower Condominium","",Active, "The Real Deal","https://therealdeal.com/2018/09/05/one-of-trump-towers-largest-commercial-tenants-inks-100k-sf-lease-on-sixth-ave/","09/05/2018","One of Trump Tower’s largest commercial tenants inks 100K sf lease on Sixth Ave"
"U.S Department of Justice","As head of the executive branch, President Trump oversees the Justice Department and the United States' relations with the rest of the world. Through his businesses he still has a lengthy series of financial relationships with private institutions and countries with business before the United States.",Active, "Washington Post","https://www.washingtonpost.com/business/on-small-business/trump-answers-emolument-suit-by-saying-he-knows-very-little/2018/09/06/1bba3c64-b19d-11e8-8b53-50116768e499_story.html?utm_term=.d726dffc3d58","09/05/2018","Trump Answers Emolument Suit by Saying He Knows Very Little"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "Washington Post","https://www.washingtonpost.com/business/on-small-business/trump-answers-emolument-suit-by-saying-he-knows-very-little/2018/09/06/1bba3c64-b19d-11e8-8b53-50116768e499_story.html?utm_term=.d726dffc3d58","09/05/2018","Trump Answers Emolument Suit by Saying He Knows Very Little"
"Bank of China","The populist billionaire has other Canadian holdings, including $500,000 to $1 million investments in the Bank of Nova Scotia and the Toronto Dominion Bank, and $1 million to $5 million worth of shares in the Royal Bank of Canada. Such investments add to the array of connections Trump already has with foreign entities - including nine figure debts owed to German lender Deutsche Bank and China’s state-controlled Bank of China.",Active, "The Real Deal","https://therealdeal.com/2018/09/05/one-of-trump-towers-largest-commercial-tenants-inks-100k-sf-lease-on-sixth-ave/","09/05/2018","One of Trump Tower’s largest commercial tenants inks 100K sf lease on Sixth Ave"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Washington Post","https://www.washingtonpost.com/business/on-small-business/trump-answers-emolument-suit-by-saying-he-knows-very-little/2018/09/06/1bba3c64-b19d-11e8-8b53-50116768e499_story.html?utm_term=.d726dffc3d58","09/05/2018","Trump Answers Emolument Suit by Saying He Knows Very Little"
"Paul Manafort","",Active, "Mother Jones","https://www.motherjones.com/politics/2018/08/samuel-patten-paul-manafort-foreign-lobbying/","08/31/2018","Political Operative Tied to Paul Manafort Charged With Illegal Foreign Lobbying"
"Samuel Patten","",Active, "Mother Jones","https://www.motherjones.com/politics/2018/08/samuel-patten-paul-manafort-foreign-lobbying/","08/31/2018","Political Operative Tied to Paul Manafort Charged With Illegal Foreign Lobbying"
"FBI","",Active, "CBS News","https://www.cbsnews.com/news/inspector-general-report-trump-involved-in-fbi-headquarters-decision/","08/28/2018","Inspector general report: Trump involved in FBI headquarters decision"
"FBI","",Active, "NPR","https://www.npr.org/2018/08/28/642696449/government-watchdog-raises-questions-about-trumps-decision-not-to-move-fbi","08/28/2018","Government Watchdog Raises Questions About Trump's Decision Not To Move FBI"
"General Services Administration","",Active, "CBS News","https://www.cbsnews.com/news/inspector-general-report-trump-involved-in-fbi-headquarters-decision/","08/28/2018","Inspector general report: Trump involved in FBI headquarters decision"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "CBS News","https://www.cbsnews.com/news/inspector-general-report-trump-involved-in-fbi-headquarters-decision/","08/28/2018","Inspector general report: Trump involved in FBI headquarters decision"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "NPR","https://www.npr.org/2018/08/28/642696449/government-watchdog-raises-questions-about-trumps-decision-not-to-move-fbi","08/28/2018","Government Watchdog Raises Questions About Trump's Decision Not To Move FBI"
"FBI","",Active, "Washington Post","https://www.washingtonpost.com/business/2018/08/27/white-house-role-fbi-headquarters-plan-detailed-watchdog-report/?utm_term=.ef2c1f7ae015","08/27/2018","White House role in FBI headquarters plan detailed in watchdog report"
"FBI","",Active, "Washington Post","https://www.washingtonpost.com/local/inspector-general-report-trump-involved-in-fbi-hq-decision/2018/08/27/e89f0812-aa41-11e8-9a7d-cd30504ff902_story.html?utm_term=.a7b25b7e8c92","08/27/2018","Inspector general report: Trump involved in FBI HQ decision"
"General Services Administration","",Active, "Washington Post","https://www.washingtonpost.com/business/2018/08/27/white-house-role-fbi-headquarters-plan-detailed-watchdog-report/?utm_term=.ef2c1f7ae015","08/27/2018","White House role in FBI headquarters plan detailed in watchdog report"
"General Services Administration","",Active, "Washington Post","https://www.washingtonpost.com/local/inspector-general-report-trump-involved-in-fbi-hq-decision/2018/08/27/e89f0812-aa41-11e8-9a7d-cd30504ff902_story.html?utm_term=.a7b25b7e8c92","08/27/2018","Inspector general report: Trump involved in FBI HQ decision"
"Kushner Companies","",Active, "New York Times","https://www.nytimes.com/2018/08/27/nyregion/kushner-cohen-rent-regulated-tenants.html","08/27/2018","Kushner Companies and Michael Cohen Accused of Falsifying Building Permits to Push Out Tenants"
"Kushner Companies","",Active, "New York Times","https://www.nytimes.com/2018/08/27/nyregion/kushner-cohen-rent-regulated-tenants.html","08/27/2018","Kushner Companies and Michael Cohen Accused of Falsifying Building Permits to Push Out Tenants"
"Michael Cohen","",Active, "New York Times","https://www.nytimes.com/2018/08/27/nyregion/kushner-cohen-rent-regulated-tenants.html","08/27/2018","Kushner Companies and Michael Cohen Accused of Falsifying Building Permits to Push Out Tenants"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "Washington Post","https://www.washingtonpost.com/business/2018/08/27/white-house-role-fbi-headquarters-plan-detailed-watchdog-report/?utm_term=.ef2c1f7ae015","08/27/2018","White House role in FBI headquarters plan detailed in watchdog report"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "Washington Post","https://www.washingtonpost.com/local/inspector-general-report-trump-involved-in-fbi-hq-decision/2018/08/27/e89f0812-aa41-11e8-9a7d-cd30504ff902_story.html?utm_term=.a7b25b7e8c92","08/27/2018","Inspector general report: Trump involved in FBI HQ decision"
"Michael Cohen","",Active, "Reuters","https://mobile.reuters.com/article/amp/idUSKCN1L91MS","08/24/2018","U.S. prosecutors grant Trump Organization CFO immunity in Cohen probe"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "Reuters","https://mobile.reuters.com/article/amp/idUSKCN1L91MS","08/24/2018","U.S. prosecutors grant Trump Organization CFO immunity in Cohen probe"
